eid,date,timeofday,howlong,friends
e41293,2022/03/01,in the late afternoon,32,"Olivia, Piper, Nora, Lydia"
e41300,2022/03/02,late in the evening,8,"Layla, Nevaeh"
e41301,2022/03/02,in the early evening,41,"Hazel, Nevaeh, Piper, Piper"
e41308,2022/03/03,late in the evening,52,"Nora, Lydia"
e41309,2022/03/03,in the morning,11,Claire
e41310,2022/03/03,in the morning,28,"Piper, Lydia, Piper"
e41311,2022/03/03,during lunch hours,37,"Hazel, Lydia, Piper, Eva"
e41318,2022/03/04,during lunch hours,8,"Layla, Lydia, Claire, Rylee"
e41319,2022/03/04,late in the evening,42,"Piper, Layla"
e41326,2022/03/05,in the late afternoon,14,"Rylee, Avery"
e41333,2022/03/06,in the late afternoon,16,"Nora, Nevaeh, Kinsley"
e41334,2022/03/06,in the morning,35,"Claire, Piper, Layla"
e41341,2022/03/07,in the morning,12,"Claire, Layla"
e41342,2022/03/07,in the morning,43,"Layla, Nora, Nevaeh, Avery"
e41349,2022/03/08,late in the evening,40,"Piper, Avery, Rylee, Hazel"
e41350,2022/03/08,in the early evening,39,Piper
e41357,2022/03/09,in the early afternoon,54,Piper
e41358,2022/03/09,in the early afternoon,12,"Piper, Rylee, Hazel, Lydia"
e41365,2022/03/10,in the late afternoon,25,"Kinsley, Rylee, Layla"
e41366,2022/03/10,in the early evening,34,"Hazel, Olivia, Claire"
e41367,2022/03/10,during lunch hours,9,"Olivia, Piper"
e41374,2022/03/11,in the early afternoon,29,"Nora, Lydia, Kinsley, Avery"
e41375,2022/03/11,in the morning,19,"Rylee, Claire, Kinsley"
e41376,2022/03/11,in the early evening,40,"Piper, Avery, Eva, Piper"
e41377,2022/03/11,in the early evening,52,"Nevaeh, Rylee, Avery, Piper"
e41384,2022/03/12,in the late afternoon,7,"Nora, Avery"
e41390,2022/03/13,in the early afternoon,36,Layla
e41391,2022/03/13,late in the evening,52,Claire
e41398,2022/03/14,during lunch hours,13,"Hazel, Lydia, Olivia"
e41399,2022/03/14,in the morning,30,Piper
e41400,2022/03/14,in the late afternoon,28,"Kinsley, Olivia"
e41407,2022/03/15,late in the evening,24,"Hazel, Avery"
e41408,2022/03/15,in the morning,50,Avery
e41409,2022/03/15,in the early afternoon,43,"Nevaeh, Piper, Lydia"
e41416,2022/03/16,late in the evening,21,Rylee
e41417,2022/03/16,during lunch hours,31,"Eva, Lydia, Piper, Kinsley"
e41418,2022/03/16,in the morning,7,"Layla, Olivia, Lydia"
e41425,2022/03/17,in the early afternoon,8,Hazel
e41426,2022/03/17,during lunch hours,18,"Kinsley, Claire"
e41427,2022/03/17,in the early evening,38,Eva
e41428,2022/03/17,in the late afternoon,48,"Kinsley, Claire"
e41435,2022/03/18,in the early afternoon,52,Nora
e41442,2022/03/19,in the early afternoon,28,"Lydia, Piper"
e41443,2022/03/19,during lunch hours,37,"Nora, Piper, Lydia"
e41444,2022/03/19,in the late afternoon,28,Piper
e41451,2022/03/20,late in the evening,49,"Lydia, Claire, Eva, Layla"
e41452,2022/03/20,in the morning,27,"Nora, Olivia"
e41459,2022/03/21,in the late afternoon,8,"Claire, Olivia, Piper"
e41460,2022/03/21,in the late afternoon,23,Nora
e41461,2022/03/21,in the late afternoon,34,"Hazel, Lydia, Avery, Claire"
e41462,2022/03/21,late in the evening,11,"Piper, Claire"
e41469,2022/03/22,in the early evening,45,"Eva, Rylee, Piper"
e41470,2022/03/22,in the early evening,10,"Nevaeh, Avery, Eva, Hazel"
e41471,2022/03/22,in the late afternoon,6,Hazel
e41478,2022/03/23,in the late afternoon,19,"Nora, Piper, Layla"
e41479,2022/03/23,in the late afternoon,10,"Nevaeh, Eva, Rylee"
e41480,2022/03/23,in the morning,30,Olivia
e41487,2022/03/24,in the early evening,50,"Kinsley, Lydia, Piper"
e41488,2022/03/24,late in the evening,17,"Avery, Eva, Hazel"
e41495,2022/03/25,during lunch hours,24,"Rylee, Lydia"
e41502,2022/03/26,in the early afternoon,20,"Nevaeh, Eva, Nora"
e41503,2022/03/26,in the late afternoon,48,"Nora, Rylee, Kinsley, Layla"
e41504,2022/03/26,in the early evening,42,"Olivia, Eva"
e41505,2022/03/26,late in the evening,48,"Piper, Olivia, Eva"
e41512,2022/03/27,in the early afternoon,36,Piper
e41513,2022/03/27,in the late afternoon,17,Nora
e41514,2022/03/27,in the early evening,9,"Rylee, Avery"
e41521,2022/03/28,during lunch hours,32,"Avery, Piper, Claire"
e41522,2022/03/28,late in the evening,41,"Lydia, Nevaeh"
e41523,2022/03/28,in the early afternoon,22,"Kinsley, Eva"
e41530,2022/03/29,late in the evening,31,"Hazel, Piper"
e41537,2022/03/30,in the early afternoon,50,"Piper, Rylee, Piper, Avery"
e41538,2022/03/30,late in the evening,53,"Hazel, Kinsley, Eva"
e41545,2022/03/31,during lunch hours,28,"Avery, Eva, Lydia, Piper"
e41552,2022/04/01,in the early evening,52,"Hazel, Kinsley, Nora, Lydia"
e41553,2022/04/01,late in the evening,53,Piper
e41560,2022/04/02,in the early evening,35,"Lydia, Nevaeh"
e41561,2022/04/02,in the morning,18,"Nevaeh, Claire"
e41562,2022/04/02,late in the evening,39,Hazel
e41569,2022/04/03,in the late afternoon,17,"Hazel, Eva, Nora"
e41570,2022/04/03,in the late afternoon,55,Olivia
e41571,2022/04/03,late in the evening,10,"Kinsley, Eva"
e41572,2022/04/03,late in the evening,48,"Layla, Hazel"
e41579,2022/04/04,in the early evening,5,"Nora, Avery, Hazel"
e41580,2022/04/04,in the morning,22,Kinsley
e41581,2022/04/04,late in the evening,38,"Piper, Lydia, Claire"
e41588,2022/04/05,in the early afternoon,15,Piper
e41589,2022/04/05,in the early afternoon,39,"Rylee, Piper, Nevaeh, Claire"
e41596,2022/04/06,in the morning,10,"Layla, Hazel, Olivia, Kinsley"
e41603,2022/04/07,during lunch hours,17,Olivia
e41604,2022/04/07,in the early afternoon,23,"Olivia, Layla, Nora, Eva"
e41605,2022/04/07,late in the evening,37,"Rylee, Eva, Claire"
e41612,2022/04/08,late in the evening,21,"Piper, Hazel, Avery, Nora"
e41613,2022/04/08,in the late afternoon,43,Layla
e41614,2022/04/08,in the early evening,9,"Nevaeh, Avery"
e41620,2022/04/09,in the late afternoon,30,"Nora, Piper"
e41621,2022/04/09,in the morning,38,Piper
e41622,2022/04/09,in the early afternoon,5,Olivia
e41623,2022/04/09,during lunch hours,17,"Kinsley, Piper, Hazel"
e41629,2022/04/10,in the late afternoon,32,"Eva, Avery, Olivia, Claire"
e41630,2022/04/10,in the morning,42,"Layla, Olivia, Claire, Rylee"
e41631,2022/04/10,in the early afternoon,38,"Avery, Hazel"
e41638,2022/04/11,late in the evening,37,"Kinsley, Lydia, Piper"
e41639,2022/04/11,in the early afternoon,49,"Layla, Claire, Hazel"
e41640,2022/04/11,in the early afternoon,27,"Kinsley, Avery, Olivia, Lydia"
e41641,2022/04/11,in the late afternoon,49,"Claire, Layla, Kinsley"
e41648,2022/04/12,during lunch hours,35,Kinsley
e41649,2022/04/12,in the early evening,8,Lydia
e41650,2022/04/12,in the early evening,44,"Piper, Avery, Nora"
e41657,2022/04/13,during lunch hours,30,Nora
e41658,2022/04/13,in the early evening,28,"Claire, Hazel, Avery, Nora"
e41665,2022/04/14,in the morning,54,Nevaeh
e41666,2022/04/14,in the early afternoon,37,Layla
e41667,2022/04/14,during lunch hours,6,Nevaeh
e41674,2022/04/15,in the early evening,47,"Olivia, Avery"
e41675,2022/04/15,during lunch hours,14,Piper
e41682,2022/04/16,in the early evening,42,"Lydia, Rylee, Layla, Avery"
e41683,2022/04/16,late in the evening,36,"Claire, Avery, Piper, Olivia"
e41684,2022/04/16,during lunch hours,37,Nevaeh
e41691,2022/04/17,during lunch hours,21,"Olivia, Eva"
e41692,2022/04/17,in the late afternoon,35,"Piper, Avery"
e41699,2022/04/18,during lunch hours,50,"Nora, Piper"
e41700,2022/04/18,in the morning,42,Piper
e41701,2022/04/18,late in the evening,6,"Nora, Layla"
e41707,2022/04/19,late in the evening,47,Nora
e41708,2022/04/19,in the early afternoon,46,"Piper, Hazel, Rylee, Eva"
e41715,2022/04/20,during lunch hours,8,Kinsley
e41716,2022/04/20,in the early evening,46,"Piper, Kinsley"
e41717,2022/04/20,in the late afternoon,46,"Olivia, Avery, Nevaeh, Kinsley"
e41724,2022/04/21,in the early afternoon,16,Nora
e41725,2022/04/21,in the morning,22,"Rylee, Olivia, Nevaeh"
e41732,2022/04/22,late in the evening,13,"Layla, Piper"
e41733,2022/04/22,in the early evening,41,Olivia
e41734,2022/04/22,late in the evening,28,"Nora, Claire"
e41741,2022/04/23,in the late afternoon,5,Rylee
e41742,2022/04/23,late in the evening,38,Piper
e41749,2022/04/24,in the early afternoon,47,"Claire, Kinsley"
e41750,2022/04/24,late in the evening,15,"Piper, Layla"
e41757,2022/04/25,during lunch hours,46,"Eva, Rylee, Piper"
e41758,2022/04/25,in the morning,55,"Nora, Avery, Piper, Nevaeh"
e41759,2022/04/25,during lunch hours,39,Claire
e41766,2022/04/26,in the late afternoon,53,"Nora, Claire, Layla, Lydia"
e41767,2022/04/26,late in the evening,15,Lydia
e41768,2022/04/26,in the morning,54,"Eva, Nevaeh, Lydia, Nora"
e41769,2022/04/26,in the early evening,35,"Rylee, Kinsley"
e41776,2022/04/27,late in the evening,39,"Claire, Piper, Avery, Layla"
e41777,2022/04/27,in the early afternoon,45,"Nevaeh, Avery"
e41778,2022/04/27,during lunch hours,16,"Avery, Piper"
e41785,2022/04/28,in the morning,26,"Claire, Nora"
e41786,2022/04/28,late in the evening,39,"Kinsley, Layla"
e41787,2022/04/28,in the morning,53,"Nevaeh, Avery, Nora"
e41794,2022/04/29,in the late afternoon,37,"Kinsley, Piper, Eva, Rylee"
e41795,2022/04/29,in the late afternoon,45,"Piper, Kinsley, Layla"
e41796,2022/04/29,in the late afternoon,10,"Nevaeh, Avery"
e41797,2022/04/29,late in the evening,41,"Layla, Eva, Rylee"
e41804,2022/04/30,during lunch hours,38,"Olivia, Rylee, Lydia"
e41805,2022/04/30,during lunch hours,10,Eva
e41812,2022/05/01,late in the evening,33,"Kinsley, Nevaeh"
e41813,2022/05/01,in the late afternoon,37,"Piper, Lydia"
e41814,2022/05/01,in the morning,46,Eva
e41821,2022/05/02,in the early evening,12,Kinsley
e41822,2022/05/02,during lunch hours,15,"Rylee, Piper, Claire"
e41829,2022/05/03,in the late afternoon,48,"Rylee, Olivia, Layla"
e41830,2022/05/03,in the late afternoon,8,Eva
e41837,2022/05/04,in the morning,25,"Olivia, Claire, Kinsley"
e41838,2022/05/04,during lunch hours,7,"Rylee, Piper, Hazel, Nevaeh"
e41845,2022/05/05,late in the evening,15,Piper
e41846,2022/05/05,during lunch hours,14,"Claire, Eva"
e41853,2022/05/06,in the early evening,5,"Hazel, Eva, Claire, Kinsley"
e41854,2022/05/06,late in the evening,5,"Eva, Avery"
e41855,2022/05/06,in the early evening,36,"Piper, Nora"
e41861,2022/05/07,in the early afternoon,8,"Claire, Layla"
e41862,2022/05/07,in the early afternoon,51,Rylee
e41863,2022/05/07,in the early afternoon,52,Avery
e41864,2022/05/07,in the late afternoon,24,Piper
e41871,2022/05/08,late in the evening,12,"Kinsley, Hazel, Lydia, Nevaeh"
e41872,2022/05/08,in the early afternoon,36,Claire
e41879,2022/05/09,in the morning,18,"Piper, Avery, Layla, Rylee"
e41880,2022/05/09,late in the evening,19,"Lydia, Claire"
e41881,2022/05/09,in the morning,15,Kinsley
e41882,2022/05/09,in the late afternoon,42,"Piper, Lydia, Claire, Nora"
e41889,2022/05/10,in the late afternoon,14,"Eva, Claire, Nora"
e41890,2022/05/10,in the late afternoon,6,"Hazel, Rylee"
e41891,2022/05/10,in the late afternoon,47,"Kinsley, Piper, Eva, Hazel"
e41898,2022/05/11,in the morning,12,"Nora, Layla, Piper, Lydia"
e41899,2022/05/11,during lunch hours,29,"Eva, Lydia"
e41900,2022/05/11,during lunch hours,5,"Avery, Eva"
e41907,2022/05/12,in the early evening,12,Nevaeh
e41908,2022/05/12,in the early evening,11,Piper
e41909,2022/05/12,in the late afternoon,39,"Avery, Eva"
e41916,2022/05/13,during lunch hours,26,"Piper, Nora"
e41917,2022/05/13,in the early evening,25,"Claire, Olivia, Nora"
e41924,2022/05/14,in the morning,13,Nevaeh
e41925,2022/05/14,in the late afternoon,25,"Layla, Avery, Nora, Hazel"
e41926,2022/05/14,during lunch hours,43,"Rylee, Claire"
e41933,2022/05/15,in the morning,39,Lydia
e41934,2022/05/15,late in the evening,17,"Kinsley, Avery"
e41935,2022/05/15,in the late afternoon,39,"Layla, Piper, Piper"
e41942,2022/05/16,in the morning,35,"Layla, Piper"
e41943,2022/05/16,in the early evening,6,Nevaeh
e41944,2022/05/16,in the early afternoon,27,"Hazel, Avery"
e41951,2022/05/17,late in the evening,19,Piper
e41952,2022/05/17,during lunch hours,55,"Avery, Olivia, Lydia"
e41953,2022/05/17,in the late afternoon,6,"Rylee, Hazel, Lydia, Layla"
e41954,2022/05/17,during lunch hours,43,"Kinsley, Rylee, Hazel, Claire"
e41961,2022/05/18,in the morning,23,"Kinsley, Eva, Rylee"
e41968,2022/05/19,late in the evening,46,Claire
e41969,2022/05/19,late in the evening,49,"Piper, Kinsley"
e41970,2022/05/19,late in the evening,55,"Piper, Nevaeh, Olivia, Nora"
e41971,2022/05/19,late in the evening,23,"Claire, Lydia, Eva, Olivia"
e41978,2022/05/20,late in the evening,41,"Olivia, Layla, Hazel, Lydia"
e41979,2022/05/20,in the late afternoon,48,"Eva, Piper, Avery"
e41980,2022/05/20,during lunch hours,10,"Lydia, Piper, Eva, Rylee"
e41987,2022/05/21,in the early afternoon,7,"Avery, Hazel, Eva"
e41988,2022/05/21,in the early evening,53,Eva
e41989,2022/05/21,in the early evening,48,"Lydia, Piper, Kinsley, Layla"
e41996,2022/05/22,in the late afternoon,22,"Olivia, Nora, Piper, Eva"
e41997,2022/05/22,late in the evening,55,"Layla, Nevaeh, Rylee, Avery"
e42004,2022/05/23,in the early afternoon,31,"Olivia, Rylee, Kinsley, Nevaeh"
e42005,2022/05/23,in the late afternoon,20,"Eva, Olivia, Piper"
e42011,2022/05/24,in the morning,9,"Eva, Layla, Nora, Piper"
e42012,2022/05/24,in the early afternoon,14,"Piper, Avery, Olivia, Rylee"
e42018,2022/05/25,during lunch hours,54,Piper
e42019,2022/05/25,in the morning,32,"Piper, Avery, Rylee, Nora"
e42020,2022/05/25,in the morning,21,"Lydia, Kinsley"
e42021,2022/05/25,in the early afternoon,33,"Eva, Hazel, Claire, Kinsley"
e42027,2022/05/26,in the early evening,53,"Rylee, Piper, Layla"
e42028,2022/05/26,during lunch hours,36,Claire
e42029,2022/05/26,late in the evening,48,"Hazel, Lydia, Kinsley, Nevaeh"
e42030,2022/05/26,in the early evening,5,"Rylee, Avery, Olivia"
e42036,2022/05/27,in the early afternoon,49,"Nevaeh, Olivia, Claire, Lydia"
e42037,2022/05/27,in the morning,12,"Piper, Nevaeh"
e42043,2022/05/28,in the early afternoon,40,Layla
e42044,2022/05/28,in the early afternoon,9,"Kinsley, Rylee, Hazel, Layla"
e42050,2022/05/29,in the early afternoon,34,"Lydia, Olivia"
e42051,2022/05/29,in the late afternoon,7,"Piper, Claire, Eva, Piper"
e42052,2022/05/29,in the late afternoon,33,"Claire, Avery, Hazel"
e42058,2022/05/30,in the early evening,46,"Piper, Nora, Claire, Olivia"
e42059,2022/05/30,late in the evening,5,"Nevaeh, Kinsley, Piper"
e42060,2022/05/30,late in the evening,38,"Lydia, Piper, Piper"
e42066,2022/05/31,during lunch hours,17,"Rylee, Nora"
e42067,2022/05/31,in the early afternoon,29,"Eva, Hazel, Kinsley, Claire"
e42068,2022/05/31,in the late afternoon,9,"Layla, Claire, Nora"
e42075,2022/06/01,in the morning,20,Avery
e42076,2022/06/01,during lunch hours,19,"Rylee, Avery"
e42082,2022/06/02,in the early evening,51,"Claire, Lydia"
e42083,2022/06/02,in the late afternoon,42,"Nora, Nevaeh, Olivia"
e42090,2022/06/03,in the late afternoon,44,"Avery, Olivia"
e42091,2022/06/03,in the early afternoon,18,"Lydia, Avery, Olivia"
e42092,2022/06/03,in the early afternoon,16,Avery
e42099,2022/06/04,in the early evening,50,"Olivia, Lydia"
e42100,2022/06/04,late in the evening,30,"Lydia, Layla, Kinsley"
e42101,2022/06/04,in the early afternoon,18,Olivia
e42108,2022/06/05,late in the evening,34,"Kinsley, Avery, Rylee"
e42109,2022/06/05,in the morning,32,Lydia
e42110,2022/06/05,in the early afternoon,20,"Lydia, Hazel, Eva"
e42117,2022/06/06,in the early evening,7,"Nevaeh, Claire"
e42118,2022/06/06,during lunch hours,50,"Piper, Nevaeh"
e42125,2022/06/07,late in the evening,52,"Avery, Nevaeh, Layla"
e42126,2022/06/07,in the early afternoon,31,"Nora, Lydia"
e42133,2022/06/08,in the morning,17,"Claire, Layla, Nora, Olivia"
e42134,2022/06/08,in the morning,18,"Nora, Piper, Avery"
e42141,2022/06/09,in the early afternoon,42,"Kinsley, Olivia, Piper, Lydia"
e42142,2022/06/09,in the late afternoon,33,Layla
e42149,2022/06/10,during lunch hours,41,Layla
e42150,2022/06/10,late in the evening,41,"Piper, Avery"
e42151,2022/06/10,in the morning,33,Eva
e42152,2022/06/10,in the late afternoon,47,"Kinsley, Layla"
e42159,2022/06/11,in the early afternoon,50,Piper
e42160,2022/06/11,late in the evening,16,"Avery, Piper, Hazel, Piper"
e42161,2022/06/11,in the early afternoon,7,"Layla, Kinsley, Nevaeh"
e42168,2022/06/12,in the morning,37,"Eva, Piper"
e42169,2022/06/12,during lunch hours,25,"Kinsley, Piper"
e42170,2022/06/12,in the late afternoon,38,"Piper, Nevaeh, Piper, Rylee"
e42171,2022/06/12,in the morning,26,"Kinsley, Rylee, Eva"
e42178,2022/06/13,in the morning,38,"Eva, Nora"
e42179,2022/06/13,during lunch hours,24,"Layla, Olivia, Nora"
e42180,2022/06/13,during lunch hours,28,"Piper, Avery"
e42181,2022/06/13,in the morning,6,"Claire, Layla"
e42188,2022/06/14,in the early evening,19,Nevaeh
e42189,2022/06/14,in the early afternoon,42,Eva
e42190,2022/06/14,during lunch hours,20,"Olivia, Piper, Avery, Claire"
e42191,2022/06/14,in the early evening,11,"Piper, Nevaeh, Piper"
e42198,2022/06/15,in the early afternoon,40,"Nevaeh, Layla, Piper"
e42199,2022/06/15,during lunch hours,27,"Rylee, Nevaeh, Avery"
e42200,2022/06/15,during lunch hours,26,"Rylee, Olivia"
e42201,2022/06/15,late in the evening,25,"Eva, Kinsley, Nora, Hazel"
e42208,2022/06/16,during lunch hours,52,"Claire, Nevaeh"
e42209,2022/06/16,in the late afternoon,44,"Nora, Layla, Olivia, Kinsley"
e42210,2022/06/16,late in the evening,13,"Layla, Hazel, Piper"
e42217,2022/06/17,in the early evening,41,"Piper, Claire"
e42218,2022/06/17,in the late afternoon,44,Piper
e42219,2022/06/17,in the late afternoon,32,"Avery, Nora, Piper"
e42225,2022/06/18,in the late afternoon,46,"Lydia, Avery, Piper"
e42226,2022/06/18,late in the evening,53,"Rylee, Hazel, Claire, Nevaeh"
e42227,2022/06/18,in the morning,33,Kinsley
e42228,2022/06/18,during lunch hours,39,"Hazel, Avery"
e42235,2022/06/19,in the late afternoon,23,"Olivia, Claire, Piper"
e42236,2022/06/19,in the morning,28,Kinsley
e42243,2022/06/20,in the late afternoon,41,Avery
e42244,2022/06/20,in the early evening,7,Nora
e42251,2022/06/21,late in the evening,54,Piper
e42252,2022/06/21,during lunch hours,51,"Kinsley, Eva, Rylee"
e42253,2022/06/21,in the early evening,29,"Nevaeh, Avery, Piper, Claire"
e42254,2022/06/21,late in the evening,48,"Piper, Hazel, Olivia, Nevaeh"
e42261,2022/06/22,in the late afternoon,44,"Layla, Avery"
e42262,2022/06/22,in the late afternoon,46,Claire
e42263,2022/06/22,in the early afternoon,23,"Nevaeh, Layla, Hazel"
e42270,2022/06/23,late in the evening,17,"Hazel, Nora"
e42271,2022/06/23,in the morning,17,"Layla, Kinsley, Hazel, Eva"
e42272,2022/06/23,in the late afternoon,54,Eva
e42279,2022/06/24,in the morning,25,"Lydia, Nevaeh, Layla"
e42280,2022/06/24,late in the evening,12,"Avery, Nevaeh"
e42286,2022/06/25,in the late afternoon,40,"Nevaeh, Olivia"
e42287,2022/06/25,late in the evening,7,"Nevaeh, Claire, Kinsley"
e42288,2022/06/25,in the early afternoon,41,"Nora, Avery"
e42295,2022/06/26,in the late afternoon,29,"Piper, Kinsley"
e42296,2022/06/26,in the early evening,13,"Claire, Olivia, Avery, Eva"
e42297,2022/06/26,in the late afternoon,23,"Nora, Piper"
e42298,2022/06/26,in the early evening,31,"Piper, Nora, Lydia"
e42305,2022/06/27,in the morning,23,"Piper, Avery, Piper"
e42306,2022/06/27,in the early afternoon,40,"Nora, Nevaeh, Avery, Rylee"
e42307,2022/06/27,in the early afternoon,8,"Avery, Eva"
e42313,2022/06/28,in the early evening,25,Olivia
e42314,2022/06/28,in the late afternoon,52,Nora
e42315,2022/06/28,in the early afternoon,8,Rylee
e42322,2022/06/29,late in the evening,32,"Eva, Piper, Claire"
e42323,2022/06/29,during lunch hours,25,"Kinsley, Avery"
e42324,2022/06/29,in the early afternoon,52,"Avery, Olivia, Kinsley"
e42330,2022/06/30,in the early afternoon,47,"Nevaeh, Kinsley, Lydia"
e42331,2022/06/30,in the early evening,39,Olivia
e42338,2022/07/01,in the early afternoon,54,Hazel
e42339,2022/07/01,in the early afternoon,50,"Rylee, Nora, Claire"
e42346,2022/07/02,during lunch hours,30,"Eva, Piper, Hazel, Avery"
e42347,2022/07/02,in the late afternoon,28,Avery
e42348,2022/07/02,in the early afternoon,47,"Olivia, Nevaeh, Eva"
e42355,2022/07/03,in the early afternoon,54,Piper
e42356,2022/07/03,late in the evening,30,"Piper, Kinsley, Avery"
e42363,2022/07/04,late in the evening,7,"Nevaeh, Olivia, Piper, Avery"
e42364,2022/07/04,during lunch hours,53,"Piper, Kinsley"
e42365,2022/07/04,in the early afternoon,14,"Nevaeh, Nora"
e42366,2022/07/04,in the late afternoon,55,"Avery, Eva, Claire, Hazel"
e42373,2022/07/05,in the late afternoon,19,Piper
e42374,2022/07/05,in the early evening,41,"Eva, Olivia, Avery"
e42381,2022/07/06,during lunch hours,33,"Kinsley, Claire, Hazel, Eva"
e42382,2022/07/06,in the early afternoon,22,"Piper, Nora, Claire, Eva"
e42383,2022/07/06,in the morning,39,"Nevaeh, Nora"
e42390,2022/07/07,during lunch hours,26,Piper
e42391,2022/07/07,late in the evening,17,"Claire, Nevaeh, Piper, Kinsley"
e42392,2022/07/07,in the morning,32,"Piper, Lydia, Nora, Nevaeh"
e42399,2022/07/08,during lunch hours,52,"Claire, Olivia"
e42400,2022/07/08,late in the evening,5,"Olivia, Nevaeh, Layla, Lydia"
e42401,2022/07/08,in the early afternoon,33,Piper
e42408,2022/07/09,in the early afternoon,22,"Kinsley, Avery, Claire"
e42409,2022/07/09,during lunch hours,53,"Layla, Piper, Rylee"
e42416,2022/07/10,in the early evening,36,"Avery, Rylee, Claire"
e42417,2022/07/10,in the early afternoon,25,"Nevaeh, Nora, Olivia"
e42418,2022/07/10,during lunch hours,53,"Rylee, Avery, Eva"
e42425,2022/07/11,in the morning,8,"Avery, Eva, Nevaeh, Layla"
e42426,2022/07/11,in the late afternoon,14,"Nevaeh, Lydia, Olivia, Piper"
e42427,2022/07/11,in the morning,44,"Nora, Avery"
e42433,2022/07/12,late in the evening,27,Nora
e42434,2022/07/12,in the morning,38,"Nevaeh, Lydia, Olivia"
e42435,2022/07/12,in the morning,50,"Olivia, Layla, Piper, Kinsley"
e42442,2022/07/13,in the late afternoon,51,"Avery, Kinsley"
e42443,2022/07/13,in the early evening,33,Piper
e42444,2022/07/13,during lunch hours,11,"Piper, Nora"
e42445,2022/07/13,late in the evening,36,Eva
e42452,2022/07/14,during lunch hours,17,"Claire, Eva"
e42453,2022/07/14,in the early evening,25,Claire
e42460,2022/07/15,in the early evening,25,"Layla, Piper, Nevaeh, Claire"
e42461,2022/07/15,in the early afternoon,47,Nora
e42462,2022/07/15,in the late afternoon,15,"Hazel, Nevaeh, Eva, Avery"
e42469,2022/07/16,in the early evening,14,"Avery, Eva, Piper, Piper"
e42470,2022/07/16,in the late afternoon,12,"Nora, Hazel"
e42471,2022/07/16,in the early evening,8,Kinsley
e42477,2022/07/17,in the early afternoon,15,"Lydia, Nevaeh, Hazel, Claire"
e42478,2022/07/17,in the early afternoon,44,Lydia
e42479,2022/07/17,in the morning,15,Olivia
e42486,2022/07/18,in the early evening,49,"Nora, Kinsley"
e42487,2022/07/18,in the early afternoon,24,"Rylee, Lydia"
e42494,2022/07/19,in the morning,35,Kinsley
e42501,2022/07/20,in the early evening,27,"Piper, Eva, Lydia"
e42502,2022/07/20,in the morning,48,Nevaeh
e42509,2022/07/21,in the morning,47,"Piper, Rylee, Avery"
e42510,2022/07/21,in the early afternoon,25,"Layla, Piper"
e42511,2022/07/21,late in the evening,46,"Claire, Hazel, Piper"
e42518,2022/07/22,in the early evening,51,"Nora, Piper, Olivia"
e42519,2022/07/22,late in the evening,35,"Olivia, Nevaeh"
e42526,2022/07/23,late in the evening,53,"Nora, Avery, Lydia, Piper"
e42527,2022/07/23,during lunch hours,5,"Olivia, Claire, Avery, Nora"
e42528,2022/07/23,in the early afternoon,25,"Rylee, Piper, Layla"
e42529,2022/07/23,late in the evening,35,"Claire, Nora"
e42536,2022/07/24,in the late afternoon,53,"Hazel, Nora, Layla, Kinsley"
e42537,2022/07/24,in the early evening,32,"Avery, Rylee, Piper"
e42538,2022/07/24,in the morning,40,"Avery, Nevaeh, Lydia, Hazel"
e42545,2022/07/25,late in the evening,54,"Layla, Hazel, Avery, Piper"
e42546,2022/07/25,late in the evening,48,"Layla, Piper, Claire"
e42547,2022/07/25,during lunch hours,10,"Olivia, Layla, Nora, Piper"
e42548,2022/07/25,in the late afternoon,40,"Rylee, Eva, Nora, Lydia"
e42555,2022/07/26,late in the evening,53,Eva
e42556,2022/07/26,in the late afternoon,33,"Claire, Layla"
e42557,2022/07/26,in the late afternoon,50,Nora
e42564,2022/07/27,in the early evening,55,"Layla, Nora, Avery, Olivia"
e42565,2022/07/27,during lunch hours,34,"Layla, Hazel"
e42571,2022/07/28,in the late afternoon,16,"Layla, Nevaeh, Hazel"
e42572,2022/07/28,in the early evening,31,"Rylee, Kinsley, Layla, Piper"
e42573,2022/07/28,during lunch hours,35,"Kinsley, Claire, Olivia, Avery"
e42580,2022/07/29,in the late afternoon,54,Piper
e42587,2022/07/30,during lunch hours,33,"Claire, Kinsley, Piper"
e42588,2022/07/30,in the late afternoon,18,Hazel
e42589,2022/07/30,in the morning,49,"Nevaeh, Layla, Nora, Hazel"
e42596,2022/07/31,in the late afternoon,30,"Kinsley, Piper"
e42597,2022/07/31,in the morning,53,"Piper, Hazel"
e42604,2022/08/01,in the early evening,15,"Hazel, Kinsley, Nora, Eva"
e42605,2022/08/01,in the early evening,22,"Nora, Piper, Kinsley, Hazel"
e42606,2022/08/01,in the early evening,48,"Avery, Olivia"
e42607,2022/08/01,in the early afternoon,11,"Piper, Hazel"
e42614,2022/08/02,during lunch hours,34,"Avery, Olivia"
e42615,2022/08/02,late in the evening,43,"Piper, Claire"
e42622,2022/08/03,in the morning,22,"Nora, Nevaeh, Kinsley, Hazel"
e42623,2022/08/03,during lunch hours,54,"Claire, Rylee"
e42630,2022/08/04,late in the evening,32,"Nora, Claire, Eva, Olivia"
e42631,2022/08/04,during lunch hours,7,"Olivia, Hazel, Piper"
e42632,2022/08/04,in the late afternoon,17,"Claire, Rylee"
e42639,2022/08/05,during lunch hours,11,Avery
e42640,2022/08/05,in the late afternoon,52,Piper
