eid,date,watchtype,howlong
e22864,2016/10/07,news,16
e22874,2016/10/08,a documentary,34
e22882,2016/10/09,news,11
e22890,2016/10/10,a tv series,10
e22898,2016/10/11,news,23
e22907,2016/10/12,news,8
e22916,2016/10/13,news,16
e22925,2016/10/14,a documentary,55
e22934,2016/10/15,news,21
e22943,2016/10/16,news,15
e22951,2016/10/17,a tv series,45
e22958,2016/10/18,news,43
e22967,2016/10/19,a documentary,8
e22976,2016/10/20,a tv series,13
e22984,2016/10/21,a movie,5
e22994,2016/10/22,a movie,11
e23002,2016/10/23,a movie,10
e23010,2016/10/24,a movie,53
e23018,2016/10/25,a tv series,53
e23026,2016/10/26,a tv series,43
e23036,2016/10/27,a documentary,8
e23045,2016/10/28,a movie,51
e23054,2016/10/29,a tv series,30
e23062,2016/10/30,news,44
e23070,2016/10/31,a movie,23
e23079,2016/11/01,news,12
e23086,2016/11/02,a documentary,47
e23093,2016/11/03,a movie,44
e23102,2016/11/04,news,40
e23112,2016/11/05,a documentary,44
e23122,2016/11/06,a documentary,49
e23129,2016/11/07,a movie,14
e23139,2016/11/08,a movie,5
e23148,2016/11/09,a tv series,50
e23156,2016/11/10,news,24
e23165,2016/11/11,a movie,9
e23174,2016/11/12,a tv series,53
e23183,2016/11/13,news,45
e23193,2016/11/14,a tv series,13
e23201,2016/11/15,a movie,43
e23209,2016/11/16,a tv series,55
e23219,2016/11/17,a documentary,43
e23229,2016/11/18,a movie,27
e23238,2016/11/19,a documentary,22
e23248,2016/11/20,a tv series,14
e23255,2016/11/21,news,49
e23264,2016/11/22,a movie,25
e23274,2016/11/23,a movie,19
e23282,2016/11/24,a tv series,12
e23291,2016/11/25,a tv series,52
e23300,2016/11/26,news,44
e23309,2016/11/27,a documentary,51
e23318,2016/11/28,a documentary,11
e23328,2016/11/29,news,33
e23337,2016/11/30,a movie,18
e23347,2016/12/01,a movie,55
e23355,2016/12/02,a tv series,11
e23363,2016/12/03,a movie,28
e23373,2016/12/04,news,52
e23381,2016/12/05,news,18
e23389,2016/12/06,a movie,40
e23397,2016/12/07,a documentary,13
e23407,2016/12/08,a movie,48
e23415,2016/12/09,a documentary,32
e23423,2016/12/10,a tv series,37
e23432,2016/12/11,news,50
e23440,2016/12/12,a documentary,15
e23449,2016/12/13,a tv series,45
e23458,2016/12/14,a documentary,31
e23467,2016/12/15,a tv series,48
e23475,2016/12/16,a tv series,23
e23484,2016/12/17,a documentary,8
e23493,2016/12/18,a documentary,41
e23502,2016/12/19,news,44
e23510,2016/12/20,a movie,50
e23519,2016/12/21,a movie,36
e23528,2016/12/22,a documentary,47
e23537,2016/12/23,a documentary,23
e23546,2016/12/24,news,32
e23554,2016/12/25,a tv series,6
e23563,2016/12/26,a documentary,41
e23573,2016/12/27,a movie,11
e23582,2016/12/28,a movie,14
e23590,2016/12/29,a tv series,55
e23598,2016/12/30,a tv series,42
e23608,2016/12/31,a movie,36
e23839,2017/01/01,news,52
e23849,2017/01/02,a tv series,7
e23858,2017/01/03,a movie,18
e23867,2017/01/04,a documentary,32
e23875,2017/01/05,a documentary,30
e23883,2017/01/06,a documentary,44
e23893,2017/01/07,a documentary,43
e23902,2017/01/08,news,5
e23910,2017/01/09,news,17
e23917,2017/01/10,news,30
e23925,2017/01/11,news,54
e23933,2017/01/12,a tv series,13
e23942,2017/01/13,a tv series,9
e23948,2017/01/14,a tv series,9
e23957,2017/01/15,news,6
e23965,2017/01/16,a documentary,17
e23972,2017/01/17,a movie,27
e23980,2017/01/18,a tv series,21
e23987,2017/01/19,a documentary,45
e23995,2017/01/20,a documentary,16
e24004,2017/01/21,news,12
e24013,2017/01/22,a documentary,43
e24023,2017/01/23,news,8
e24031,2017/01/24,a movie,24
e24038,2017/01/25,news,52
e24047,2017/01/26,news,42
e24056,2017/01/27,a tv series,34
e24064,2017/01/28,a documentary,5
e24073,2017/01/29,a tv series,29
e24080,2017/01/30,a tv series,11
e24089,2017/01/31,a movie,51
e24099,2017/02/01,a tv series,19
e24107,2017/02/02,a tv series,44
e24115,2017/02/03,a movie,47
e24124,2017/02/04,a movie,44
e24132,2017/02/05,a movie,50
e24141,2017/02/06,news,5
e24151,2017/02/07,a documentary,22
e24160,2017/02/08,a documentary,53
e24169,2017/02/09,a tv series,16
e24177,2017/02/10,a documentary,52
e24184,2017/02/11,a documentary,23
e24194,2017/02/12,a movie,17
e24203,2017/02/13,a movie,23
e24212,2017/02/14,news,40
e24220,2017/02/15,news,53
e24229,2017/02/16,news,27
e24237,2017/02/17,a movie,6
e24247,2017/02/18,a documentary,10
e24256,2017/02/19,news,32
e24264,2017/02/20,news,53
e24272,2017/02/21,a documentary,29
e24280,2017/02/22,news,25
e24290,2017/02/23,news,17
e24299,2017/02/24,a tv series,31
e24306,2017/02/25,news,30
e24315,2017/02/26,news,31
e24325,2017/02/27,a movie,22
e24334,2017/02/28,a documentary,44
e24343,2017/03/01,news,41
e24352,2017/03/02,a documentary,42
e24360,2017/03/03,a tv series,53
e24369,2017/03/04,a tv series,24
e24377,2017/03/05,news,11
e24386,2017/03/06,a documentary,25
e24394,2017/03/07,a tv series,28
e24403,2017/03/08,a documentary,50
e24413,2017/03/09,a documentary,54
e24421,2017/03/10,a documentary,43
e24428,2017/03/11,news,34
e24437,2017/03/12,a movie,8
e24446,2017/03/13,news,15
e24455,2017/03/14,a documentary,50
e24465,2017/03/15,news,49
e24475,2017/03/16,news,23
e24483,2017/03/17,news,27
e24491,2017/03/18,news,55
e24499,2017/03/19,a tv series,51
e24506,2017/03/20,news,32
e24515,2017/03/21,news,21
e24525,2017/03/22,news,35
e24533,2017/03/23,a movie,44
e24541,2017/03/24,news,9
e24551,2017/03/25,a movie,14
e24561,2017/03/26,news,38
e24569,2017/03/27,a documentary,52
e24577,2017/03/28,news,18
e24587,2017/03/29,news,35
e24595,2017/03/30,a movie,10
e24603,2017/03/31,a tv series,25
e24612,2017/04/01,a tv series,36
e24620,2017/04/02,a tv series,7
e24628,2017/04/03,a documentary,38
e24637,2017/04/04,a movie,16
e24645,2017/04/05,a movie,16
e24653,2017/04/06,news,17
e24662,2017/04/07,a movie,18
e24670,2017/04/08,a tv series,39
e24679,2017/04/09,news,32
e24688,2017/04/10,a movie,30
e24697,2017/04/11,news,15
e24706,2017/04/12,a tv series,32
e24714,2017/04/13,a movie,52
e24722,2017/04/14,news,17
e24730,2017/04/15,news,35
e24738,2017/04/16,a movie,13
e24747,2017/04/17,a movie,28
e24755,2017/04/18,news,21
e24763,2017/04/19,a documentary,22
e24771,2017/04/20,a movie,26
e24779,2017/04/21,news,48
e24789,2017/04/22,a movie,49
e24797,2017/04/23,a tv series,23
e24805,2017/04/24,a tv series,48
e24815,2017/04/25,a tv series,50
e24823,2017/04/26,news,34
e24831,2017/04/27,news,12
e24840,2017/04/28,a documentary,38
e24848,2017/04/29,a tv series,29
e24857,2017/04/30,a tv series,24
e24865,2017/05/01,a movie,13
e24874,2017/05/02,a tv series,25
e24883,2017/05/03,news,51
e24891,2017/05/04,news,39
e24900,2017/05/05,a movie,17
e24909,2017/05/06,a tv series,55
e24919,2017/05/07,a movie,7
e24928,2017/05/08,a tv series,18
e24938,2017/05/09,a movie,8
e24948,2017/05/10,a documentary,6
e24957,2017/05/11,a movie,27
e24967,2017/05/12,news,37
e24976,2017/05/13,a tv series,15
e24984,2017/05/14,a documentary,12
e24993,2017/05/15,a movie,31
e25002,2017/05/16,news,44
e25010,2017/05/17,a movie,6
e25017,2017/05/18,a movie,49
e25025,2017/05/19,news,6
e25034,2017/05/20,a documentary,34
e25043,2017/05/21,a documentary,31
e25051,2017/05/22,a tv series,44
e25059,2017/05/23,a documentary,54
e25068,2017/05/24,a tv series,27
e25077,2017/05/25,news,13
e25085,2017/05/26,a documentary,39
e25094,2017/05/27,news,7
e25103,2017/05/28,a movie,54
e25111,2017/05/29,news,47
e25121,2017/05/30,a movie,13
e25131,2017/05/31,a tv series,30
e25139,2017/06/01,a movie,10
e25146,2017/06/02,a documentary,46
e25154,2017/06/03,a tv series,51
e25163,2017/06/04,news,28
e25171,2017/06/05,a tv series,34
e25181,2017/06/06,a movie,21
e25191,2017/06/07,a documentary,28
e25200,2017/06/08,a documentary,32
e25209,2017/06/09,a documentary,31
e25218,2017/06/10,a tv series,32
e25228,2017/06/11,news,53
e25236,2017/06/12,a movie,29
e25244,2017/06/13,a tv series,10
e25253,2017/06/14,a documentary,47
e25261,2017/06/15,a tv series,19
e25269,2017/06/16,a tv series,16
e25277,2017/06/17,a movie,29
e25285,2017/06/18,a documentary,23
e25294,2017/06/19,a movie,28
e25304,2017/06/20,news,24
e25313,2017/06/21,a movie,22
e25321,2017/06/22,a tv series,44
e25329,2017/06/23,news,24
e25339,2017/06/24,news,42
e25348,2017/06/25,news,42
e25357,2017/06/26,a tv series,35
e25367,2017/06/27,a tv series,37
e25376,2017/06/28,a movie,55
e25386,2017/06/29,a movie,13
e25395,2017/06/30,a tv series,39
e25405,2017/07/01,a tv series,21
e25414,2017/07/02,news,21
e25422,2017/07/03,a tv series,23
e25431,2017/07/04,a documentary,29
e25440,2017/07/05,a movie,27
e25449,2017/07/06,a movie,51
e25458,2017/07/07,a movie,20
e25467,2017/07/08,a documentary,43
e25477,2017/07/09,a documentary,18
e25484,2017/07/10,a movie,47
e25493,2017/07/11,a documentary,11
e25500,2017/07/12,news,29
e25508,2017/07/13,a documentary,31
e25517,2017/07/14,a movie,15
e25527,2017/07/15,a tv series,30
e25537,2017/07/16,a movie,18
e25546,2017/07/17,a documentary,11
e25554,2017/07/18,a movie,14
e25563,2017/07/19,a movie,27
e25572,2017/07/20,a tv series,21
e25580,2017/07/21,a documentary,44
e25588,2017/07/22,a documentary,9
e25597,2017/07/23,a movie,18
e25606,2017/07/24,a tv series,12
e25615,2017/07/25,news,51
e25623,2017/07/26,a tv series,54
e25632,2017/07/27,a documentary,54
e25642,2017/07/28,a tv series,36
e25651,2017/07/29,a movie,8
e25661,2017/07/30,a tv series,7
e25670,2017/07/31,a tv series,46
e25680,2017/08/01,a movie,25
e25688,2017/08/02,a movie,37
e25697,2017/08/03,news,23
e25705,2017/08/04,a movie,42
e25715,2017/08/05,a tv series,48
e25724,2017/08/06,news,33
e25734,2017/08/07,news,13
e25742,2017/08/08,a documentary,42
e25751,2017/08/09,a movie,42
e25760,2017/08/10,news,19
e25770,2017/08/11,a movie,8
e25779,2017/08/12,news,47
e25787,2017/08/13,a movie,11
e25796,2017/08/14,news,22
e25804,2017/08/15,a movie,12
e25813,2017/08/16,a documentary,22
e25821,2017/08/17,a documentary,36
e25830,2017/08/18,a movie,41
e25840,2017/08/19,news,40
e25849,2017/08/20,news,12
e25858,2017/08/21,news,47
e25866,2017/08/22,a documentary,21
e25876,2017/08/23,a movie,15
e25885,2017/08/24,a movie,24
e25893,2017/08/25,a documentary,15
e25901,2017/08/26,a tv series,52
e25909,2017/08/27,a tv series,17
e25918,2017/08/28,a movie,37
e25927,2017/08/29,a movie,16
e25936,2017/08/30,news,51
e25944,2017/08/31,a movie,51
e25953,2017/09/01,a movie,33
e25962,2017/09/02,a movie,50
e25971,2017/09/03,news,20
e25980,2017/09/04,a documentary,47
e25989,2017/09/05,news,26
e25997,2017/09/06,a documentary,9
e26006,2017/09/07,a movie,12
e26015,2017/09/08,a tv series,30
e26024,2017/09/09,a movie,22
e26031,2017/09/10,a tv series,35
e26040,2017/09/11,a tv series,32
e26047,2017/09/12,a movie,8
e26056,2017/09/13,a documentary,49
e26065,2017/09/14,a documentary,39
e26074,2017/09/15,a tv series,48
e26084,2017/09/16,news,37
e26093,2017/09/17,news,16
e26101,2017/09/18,a documentary,27
e26108,2017/09/19,a documentary,33
e26117,2017/09/20,news,12
e26126,2017/09/21,a movie,32
e26136,2017/09/22,news,41
e26146,2017/09/23,news,44
e26154,2017/09/24,news,26
e26164,2017/09/25,a tv series,54
e26172,2017/09/26,news,51
e26180,2017/09/27,a documentary,33
e26188,2017/09/28,a documentary,15
e26197,2017/09/29,a movie,7
e26207,2017/09/30,news,28
e26214,2017/10/01,news,14
e26222,2017/10/02,a documentary,15
e26232,2017/10/03,a tv series,9
e26242,2017/10/04,a documentary,55
e26252,2017/10/05,a movie,16
e26260,2017/10/06,a tv series,22
e26269,2017/10/07,a documentary,24
e26278,2017/10/08,news,18
e26287,2017/10/09,a documentary,43
e26297,2017/10/10,a movie,15
e26306,2017/10/11,a tv series,9
e26316,2017/10/12,news,45
e26326,2017/10/13,a documentary,30
e26332,2017/10/14,a documentary,48
e26341,2017/10/15,a movie,9
e26349,2017/10/16,news,42
e26356,2017/10/17,news,34
e26365,2017/10/18,a documentary,24
e26373,2017/10/19,news,45
e26382,2017/10/20,a tv series,17
e26392,2017/10/21,a documentary,41
e26402,2017/10/22,a documentary,17
e26412,2017/10/23,news,26
e26420,2017/10/24,news,26
e26427,2017/10/25,a tv series,42
e26436,2017/10/26,a tv series,16
e26445,2017/10/27,a movie,14
e26454,2017/10/28,a documentary,21
e26463,2017/10/29,news,31
e26472,2017/10/30,a movie,50
e26480,2017/10/31,a tv series,53
e26490,2017/11/01,news,16
e26499,2017/11/02,news,22
e26508,2017/11/03,a tv series,41
e26516,2017/11/04,a tv series,20
e26525,2017/11/05,news,20
e26532,2017/11/06,news,7
e26541,2017/11/07,a documentary,21
e26551,2017/11/08,news,45
e26560,2017/11/09,a tv series,41
e26570,2017/11/10,a documentary,23
e26578,2017/11/11,news,15
e26586,2017/11/12,a tv series,16
e26595,2017/11/13,a movie,50
e26604,2017/11/14,a documentary,16
e26613,2017/11/15,a tv series,51
e26620,2017/11/16,a tv series,8
e26629,2017/11/17,a tv series,27
e26636,2017/11/18,a documentary,10
e26644,2017/11/19,a tv series,17
e26651,2017/11/20,a documentary,30
e26659,2017/11/21,a tv series,51
e26667,2017/11/22,a documentary,25
e26676,2017/11/23,a tv series,43
e26684,2017/11/24,a documentary,51
e26693,2017/11/25,a tv series,8
e26703,2017/11/26,a documentary,12
e26711,2017/11/27,a movie,28
e26720,2017/11/28,a tv series,8
e26729,2017/11/29,a movie,41
e26738,2017/11/30,a tv series,9
e26747,2017/12/01,a movie,21
e26756,2017/12/02,a tv series,35
e26765,2017/12/03,a movie,30
e26773,2017/12/04,a tv series,20
e26783,2017/12/05,a documentary,32
e26791,2017/12/06,a tv series,18
e26800,2017/12/07,news,44
e26809,2017/12/08,a documentary,41
e26818,2017/12/09,news,38
e26826,2017/12/10,a tv series,20
e26835,2017/12/11,a tv series,25
e26844,2017/12/12,news,18
e26851,2017/12/13,a tv series,26
e26859,2017/12/14,a documentary,40
e26868,2017/12/15,a tv series,47
e26876,2017/12/16,a tv series,50
e26884,2017/12/17,a tv series,6
e26894,2017/12/18,news,44
e26902,2017/12/19,a tv series,10
e26911,2017/12/20,news,15
e26919,2017/12/21,a tv series,5
e26928,2017/12/22,news,26
e26936,2017/12/23,a documentary,14
e26946,2017/12/24,a movie,9
e26955,2017/12/25,a documentary,6
e26963,2017/12/26,a tv series,49
e26970,2017/12/27,news,43
e26979,2017/12/28,news,39
e26987,2017/12/29,a tv series,33
e26996,2017/12/30,a documentary,5
e27004,2017/12/31,a tv series,43
e27216,2018/01/01,a movie,12
e27226,2018/01/02,news,44
e27235,2018/01/03,news,37
e27243,2018/01/04,a movie,7
e27252,2018/01/05,a documentary,13
e27261,2018/01/06,a tv series,8
e27269,2018/01/07,a tv series,5
e27278,2018/01/08,a documentary,27
e27286,2018/01/09,a tv series,39
e27294,2018/01/10,a documentary,52
e27303,2018/01/11,a documentary,52
e27310,2018/01/12,a tv series,55
e27320,2018/01/13,a documentary,46
e27328,2018/01/14,a tv series,16
e27337,2018/01/15,a documentary,33
e27346,2018/01/16,news,33
e27356,2018/01/17,news,18
e27364,2018/01/18,a tv series,7
e27374,2018/01/19,a movie,10
e27383,2018/01/20,news,34
e27391,2018/01/21,a tv series,23
e27401,2018/01/22,a movie,8
e27410,2018/01/23,a documentary,27
e27419,2018/01/24,news,33
e27427,2018/01/25,a movie,45
e27436,2018/01/26,a movie,32
e27444,2018/01/27,a documentary,42
e27453,2018/01/28,news,49
e27463,2018/01/29,a tv series,22
e27472,2018/01/30,a tv series,24
e27480,2018/01/31,a tv series,43
e27489,2018/02/01,a tv series,48
e27497,2018/02/02,a movie,9
e27506,2018/02/03,a movie,48
e27516,2018/02/04,a tv series,11
e27525,2018/02/05,a tv series,29
e27534,2018/02/06,a documentary,7
e27541,2018/02/07,a documentary,47
e27551,2018/02/08,a movie,19
e27560,2018/02/09,a movie,24
e27570,2018/02/10,a documentary,11
e27578,2018/02/11,a documentary,5
e27585,2018/02/12,a tv series,36
e27595,2018/02/13,a documentary,29
e27604,2018/02/14,a documentary,49
e27614,2018/02/15,a movie,25
e27622,2018/02/16,a documentary,45
e27630,2018/02/17,a movie,13
e27639,2018/02/18,a movie,17
e27648,2018/02/19,a movie,16
e27657,2018/02/20,a documentary,12
e27665,2018/02/21,news,53
e27673,2018/02/22,a documentary,41
e27682,2018/02/23,news,7
e27691,2018/02/24,a movie,7
e27700,2018/02/25,a documentary,16
e27709,2018/02/26,news,20
e27718,2018/02/27,news,8
e27726,2018/02/28,a documentary,52
e27734,2018/03/01,a tv series,52
e27743,2018/03/02,a tv series,39
e27752,2018/03/03,a documentary,53
e27761,2018/03/04,a documentary,19
e27769,2018/03/05,news,46
e27778,2018/03/06,a documentary,34
e27788,2018/03/07,a documentary,52
e27797,2018/03/08,a documentary,40
e27807,2018/03/09,a documentary,37
e27816,2018/03/10,a movie,51
e27824,2018/03/11,news,36
e27834,2018/03/12,news,54
e27844,2018/03/13,a tv series,28
e27853,2018/03/14,a documentary,20
e27861,2018/03/15,news,23
e27869,2018/03/16,news,49
e27876,2018/03/17,a tv series,19
e27885,2018/03/18,a documentary,18
e27895,2018/03/19,a tv series,35
e27904,2018/03/20,a tv series,32
e27912,2018/03/21,a tv series,32
e27919,2018/03/22,news,46
e27926,2018/03/23,a movie,45
e27935,2018/03/24,a movie,53
e27943,2018/03/25,a tv series,51
e27951,2018/03/26,a documentary,49
e27959,2018/03/27,a documentary,18
e27968,2018/03/28,a movie,26
e27978,2018/03/29,a documentary,51
e27986,2018/03/30,a documentary,49
e27994,2018/03/31,news,5
e28003,2018/04/01,a tv series,21
e28011,2018/04/02,a tv series,25
e28020,2018/04/03,a movie,35
e28028,2018/04/04,news,45
e28036,2018/04/05,a tv series,42
e28044,2018/04/06,a documentary,53
e28052,2018/04/07,a movie,55
e28061,2018/04/08,news,13
e28070,2018/04/09,a documentary,38
e28078,2018/04/10,a movie,55
e28086,2018/04/11,a tv series,16
e28096,2018/04/12,a tv series,7
e28105,2018/04/13,a documentary,28
e28114,2018/04/14,a documentary,55
e28124,2018/04/15,a documentary,53
e28132,2018/04/16,a documentary,46
e28141,2018/04/17,news,26
e28149,2018/04/18,a movie,43
e28158,2018/04/19,a documentary,26
e28168,2018/04/20,a movie,45
e28177,2018/04/21,a tv series,14
e28184,2018/04/22,news,12
e28193,2018/04/23,a documentary,5
e28202,2018/04/24,a tv series,50
e28210,2018/04/25,a tv series,49
e28219,2018/04/26,news,44
e28228,2018/04/27,a movie,41
e28237,2018/04/28,a movie,38
e28246,2018/04/29,a tv series,11
e28253,2018/04/30,a tv series,46
e28263,2018/05/01,a tv series,16
e28272,2018/05/02,news,23
e28282,2018/05/03,a tv series,47
e28290,2018/05/04,news,40
e28300,2018/05/05,a documentary,33
e28307,2018/05/06,a documentary,34
e28317,2018/05/07,a movie,26
e28325,2018/05/08,news,50
e28334,2018/05/09,news,55
e28343,2018/05/10,a tv series,15
e28352,2018/05/11,news,22
e28361,2018/05/12,a documentary,13
e28369,2018/05/13,a tv series,45
e28379,2018/05/14,a movie,33
e28388,2018/05/15,a documentary,27
e28397,2018/05/16,a tv series,40
e28406,2018/05/17,news,32
e28416,2018/05/18,a movie,13
e28426,2018/05/19,a movie,37
e28435,2018/05/20,a movie,8
e28445,2018/05/21,news,31
e28453,2018/05/22,a tv series,16
e28462,2018/05/23,news,21
e28470,2018/05/24,a movie,22
e28479,2018/05/25,a tv series,21
e28487,2018/05/26,a movie,28
e28497,2018/05/27,a tv series,21
e28505,2018/05/28,a movie,33
e28514,2018/05/29,a movie,51
e28523,2018/05/30,a documentary,24
e28533,2018/05/31,a documentary,29
e28543,2018/06/01,news,20
e28552,2018/06/02,a documentary,39
e28560,2018/06/03,news,54
e28569,2018/06/04,a documentary,52
e28579,2018/06/05,news,48
e28588,2018/06/06,a movie,15
e28596,2018/06/07,a movie,37
e28604,2018/06/08,a tv series,37
e28614,2018/06/09,a movie,45
e28622,2018/06/10,a movie,38
e28631,2018/06/11,a tv series,9
e28639,2018/06/12,news,38
e28648,2018/06/13,a tv series,36
e28657,2018/06/14,a movie,42
e28663,2018/06/15,news,48
e28672,2018/06/16,a documentary,43
e28680,2018/06/17,a tv series,47
e28688,2018/06/18,a documentary,17
e28696,2018/06/19,a documentary,13
e28705,2018/06/20,a tv series,42
e28713,2018/06/21,a documentary,43
e28721,2018/06/22,a tv series,31
e28730,2018/06/23,news,45
e28737,2018/06/24,a tv series,39
e28746,2018/06/25,a documentary,17
e28755,2018/06/26,news,52
e28764,2018/06/27,a documentary,21
e28773,2018/06/28,a documentary,21
e28782,2018/06/29,a tv series,6
e28791,2018/06/30,news,22
e28799,2018/07/01,a documentary,26
e28808,2018/07/02,a movie,5
e28816,2018/07/03,a tv series,42
e28825,2018/07/04,a movie,10
e28835,2018/07/05,a movie,39
e28844,2018/07/06,a movie,52
e28852,2018/07/07,a documentary,39
e28862,2018/07/08,a movie,19
e28871,2018/07/09,a movie,6
e28880,2018/07/10,a tv series,34
e28887,2018/07/11,a movie,9
e28896,2018/07/12,a tv series,22
e28905,2018/07/13,a tv series,50
e28914,2018/07/14,a tv series,29
e28922,2018/07/15,news,37
e28931,2018/07/16,a tv series,6
e28939,2018/07/17,a documentary,39
e28948,2018/07/18,a movie,27
e28957,2018/07/19,news,26
e28965,2018/07/20,news,42
e28974,2018/07/21,a documentary,7
e28983,2018/07/22,a movie,37
e28992,2018/07/23,a tv series,5
e29000,2018/07/24,a tv series,19
e29009,2018/07/25,news,10
e29019,2018/07/26,news,44
e29028,2018/07/27,news,7
e29037,2018/07/28,a documentary,12
e29046,2018/07/29,news,41
e29056,2018/07/30,a documentary,41
e29065,2018/07/31,news,6
e29073,2018/08/01,a tv series,37
e29083,2018/08/02,a movie,44
e29091,2018/08/03,a tv series,20
e29099,2018/08/04,a documentary,36
e29107,2018/08/05,a movie,11
e29116,2018/08/06,a documentary,23
e29124,2018/08/07,news,55
e29133,2018/08/08,a movie,16
e29141,2018/08/09,a movie,9
e29149,2018/08/10,news,55
e29158,2018/08/11,news,9
e29167,2018/08/12,a tv series,36
e29177,2018/08/13,a documentary,44
e29185,2018/08/14,a movie,9
e29194,2018/08/15,a documentary,46
e29203,2018/08/16,news,43
e29212,2018/08/17,a tv series,47
e29221,2018/08/18,a documentary,53
e29231,2018/08/19,a documentary,48
e29240,2018/08/20,a movie,48
e29249,2018/08/21,a movie,55
e29257,2018/08/22,a movie,28
e29267,2018/08/23,a movie,15
e29277,2018/08/24,news,8
e29286,2018/08/25,a documentary,46
e29295,2018/08/26,a movie,25
e29303,2018/08/27,a tv series,12
e29313,2018/08/28,a tv series,47
e29323,2018/08/29,news,54
e29332,2018/08/30,a documentary,44
e29340,2018/08/31,a movie,35
e29350,2018/09/01,a documentary,35
e29359,2018/09/02,a tv series,21
e29369,2018/09/03,a documentary,37
e29379,2018/09/04,a documentary,35
e29386,2018/09/05,a documentary,23
e29395,2018/09/06,a documentary,38
e29403,2018/09/07,a movie,54
e29412,2018/09/08,a documentary,36
e29421,2018/09/09,news,21
e29429,2018/09/10,a movie,26
e29438,2018/09/11,a movie,34
e29448,2018/09/12,a movie,13
e29457,2018/09/13,a documentary,6
e29466,2018/09/14,news,40
e29474,2018/09/15,a movie,44
e29482,2018/09/16,a movie,53
e29491,2018/09/17,a documentary,50
e29500,2018/09/18,a documentary,25
e29509,2018/09/19,a documentary,16
e29516,2018/09/20,news,26
e29524,2018/09/21,a tv series,24
e29533,2018/09/22,a tv series,38
e29543,2018/09/23,a tv series,26
e29552,2018/09/24,a movie,30
e29561,2018/09/25,news,27
e29571,2018/09/26,a documentary,37
e29579,2018/09/27,a movie,19
e29588,2018/09/28,a tv series,9
e29597,2018/09/29,news,21
e29606,2018/09/30,a tv series,8
e29615,2018/10/01,a tv series,25
e29623,2018/10/02,a tv series,8
e29631,2018/10/03,news,46
e29639,2018/10/04,news,41
e29647,2018/10/05,a documentary,8
e29656,2018/10/06,a movie,27
e29664,2018/10/07,news,55
e29673,2018/10/08,a documentary,48
e29682,2018/10/09,a movie,24
e29692,2018/10/10,a movie,16
e29700,2018/10/11,a documentary,37
e29710,2018/10/12,a movie,41
e29720,2018/10/13,a documentary,13
e29729,2018/10/14,news,45
e29738,2018/10/15,news,8
e29748,2018/10/16,a documentary,18
e29757,2018/10/17,a tv series,52
e29766,2018/10/18,a documentary,26
e29775,2018/10/19,a movie,11
e29783,2018/10/20,a tv series,42
e29792,2018/10/21,news,32
e29801,2018/10/22,a documentary,30
e29810,2018/10/23,a tv series,19
e29820,2018/10/24,a documentary,29
e29829,2018/10/25,a movie,48
e29839,2018/10/26,news,47
e29848,2018/10/27,a documentary,22
e29858,2018/10/28,news,24
e29868,2018/10/29,a movie,9
e29877,2018/10/30,a movie,25
e29886,2018/10/31,news,14
e29894,2018/11/01,news,36
e29903,2018/11/02,news,6
e29912,2018/11/03,a documentary,6
e29919,2018/11/04,a tv series,50
e29929,2018/11/05,a tv series,45
e29937,2018/11/06,a documentary,47
e29945,2018/11/07,a movie,45
e29953,2018/11/08,a documentary,22
e29962,2018/11/09,a tv series,53
e29970,2018/11/10,a documentary,16
e29979,2018/11/11,a movie,29
e29987,2018/11/12,a documentary,13
e29995,2018/11/13,news,14
e30002,2018/11/14,a documentary,42
e30010,2018/11/15,a movie,30
e30019,2018/11/16,a tv series,47
e30029,2018/11/17,a documentary,19
e30037,2018/11/18,a tv series,35
e30046,2018/11/19,news,50
e30056,2018/11/20,news,37
e30065,2018/11/21,a documentary,7
e30073,2018/11/22,a documentary,39
e30082,2018/11/23,news,46
e30092,2018/11/24,news,34
e30101,2018/11/25,a documentary,46
e30109,2018/11/26,news,55
e30116,2018/11/27,a documentary,52
e30125,2018/11/28,news,9
e30135,2018/11/29,a documentary,26
e30143,2018/11/30,a documentary,32
e30149,2018/12/01,a documentary,34
e30159,2018/12/02,news,11
e30168,2018/12/03,news,33
e30176,2018/12/04,a documentary,21
e30186,2018/12/05,a movie,31
e30195,2018/12/06,news,5
e30203,2018/12/07,a tv series,26
e30213,2018/12/08,news,36
e30222,2018/12/09,a movie,15
e30231,2018/12/10,a movie,21
e30240,2018/12/11,a movie,27
e30249,2018/12/12,a documentary,5
e30258,2018/12/13,a tv series,50
e30266,2018/12/14,news,46
e30274,2018/12/15,a documentary,6
e30283,2018/12/16,a documentary,14
e30290,2018/12/17,a movie,44
e30300,2018/12/18,a movie,30
e30309,2018/12/19,a movie,40
e30316,2018/12/20,a movie,18
e30325,2018/12/21,a documentary,21
e30334,2018/12/22,a movie,31
e30343,2018/12/23,news,54
e30352,2018/12/24,a tv series,45
e30361,2018/12/25,a documentary,20
e30369,2018/12/26,a tv series,34
e30377,2018/12/27,news,52
e30386,2018/12/28,a documentary,38
e30395,2018/12/29,news,48
e30405,2018/12/30,a documentary,11
e30413,2018/12/31,news,48
e30632,2019/01/01,a documentary,49
e30640,2019/01/02,a documentary,29
e30649,2019/01/03,a documentary,33
e30658,2019/01/04,a tv series,55
e30665,2019/01/05,a tv series,22
e30674,2019/01/06,news,31
e30682,2019/01/07,a movie,17
