eid,date,timeofday,howlong,friends
e14999,2019/12/02,during lunch hours,29,"Rylee, Nora"
e15000,2019/12/02,in the early afternoon,51,"Hazel, Nevaeh, Piper"
e15003,2019/12/03,during lunch hours,32,"Olivia, Kinsley, Layla, Eva"
e15008,2019/12/04,in the early afternoon,7,"Lydia, Avery, Hazel"
e15011,2019/12/05,during lunch hours,45,Olivia
e15012,2019/12/05,in the late afternoon,50,"Nevaeh, Lydia, Piper, Olivia"
e15038,2019/12/12,in the early evening,30,"Hazel, Piper, Nora, Claire"
e15045,2019/12/14,in the early evening,45,Layla
e15050,2019/12/15,in the morning,35,"Piper, Rylee"
e15051,2019/12/15,late in the evening,6,"Piper, Avery, Lydia"
e15055,2019/12/16,during lunch hours,6,Hazel
e15064,2019/12/19,during lunch hours,7,"Piper, Kinsley, Nora"
e15072,2019/12/21,in the late afternoon,9,"Claire, Hazel, Nora"
e15073,2019/12/21,in the late afternoon,13,"Rylee, Lydia, Claire"
e15080,2019/12/23,in the late afternoon,51,"Nora, Avery, Eva"
e15085,2019/12/24,in the late afternoon,17,Lydia
e15090,2019/12/25,late in the evening,24,"Nora, Olivia"
e15097,2019/12/27,in the early evening,9,"Piper, Layla, Piper"
e15098,2019/12/27,in the late afternoon,11,Piper
e15108,2019/12/30,late in the evening,19,"Eva, Claire"
e15109,2019/12/30,late in the evening,46,"Layla, Claire, Avery, Eva"
e15250,2020/01/02,in the early afternoon,9,"Olivia, Layla, Lydia"
e15254,2020/01/03,in the morning,48,"Olivia, Nevaeh, Avery"
e15262,2020/01/05,in the late afternoon,40,"Nora, Nevaeh, Hazel, Layla"
e15265,2020/01/06,late in the evening,41,"Kinsley, Rylee, Piper, Eva"
e15272,2020/01/08,in the morning,48,"Kinsley, Lydia"
e15277,2020/01/09,in the morning,24,"Lydia, Kinsley"
e15282,2020/01/11,during lunch hours,31,"Piper, Hazel, Eva"
e15287,2020/01/12,in the early afternoon,45,Nevaeh
e15288,2020/01/12,during lunch hours,23,"Piper, Kinsley, Nevaeh, Eva"
e15292,2020/01/13,in the early evening,44,"Kinsley, Nora"
e15293,2020/01/14,in the morning,27,"Piper, Kinsley, Layla, Nora"
e15297,2020/01/15,in the early afternoon,47,"Olivia, Hazel, Piper, Piper"
e15302,2020/01/17,in the late afternoon,53,"Hazel, Kinsley"
e15307,2020/01/19,late in the evening,30,"Nevaeh, Piper, Kinsley, Rylee"
e15308,2020/01/19,during lunch hours,6,"Avery, Eva, Piper, Olivia"
e15312,2020/01/20,in the morning,51,Kinsley
e15315,2020/01/21,late in the evening,14,"Kinsley, Piper"
e15316,2020/01/21,in the late afternoon,50,"Layla, Rylee, Hazel"
e15320,2020/01/22,during lunch hours,42,"Piper, Lydia, Nevaeh"
e15321,2020/01/22,in the early afternoon,55,"Hazel, Layla, Avery, Olivia"
e15327,2020/01/23,in the morning,45,"Olivia, Lydia"
e15331,2020/01/24,in the early evening,29,"Nevaeh, Lydia"
e15333,2020/01/25,during lunch hours,28,"Nevaeh, Kinsley, Rylee"
e15337,2020/01/26,in the late afternoon,33,"Hazel, Nevaeh, Piper"
e15338,2020/01/26,in the early evening,42,"Piper, Kinsley, Layla, Claire"
e15342,2020/01/27,late in the evening,55,"Piper, Rylee, Olivia"
e15348,2020/01/29,in the late afternoon,52,Nora
e15351,2020/01/30,in the early afternoon,44,"Lydia, Nora, Piper, Kinsley"
e15356,2020/01/31,in the late afternoon,28,"Hazel, Piper, Lydia"
e15357,2020/01/31,in the morning,37,"Piper, Layla, Eva, Nora"
e15360,2020/02/01,in the late afternoon,41,"Layla, Nevaeh, Nora, Piper"
e15367,2020/02/03,late in the evening,16,"Claire, Avery, Lydia, Eva"
e15370,2020/02/04,in the late afternoon,30,"Claire, Kinsley, Olivia"
e15375,2020/02/05,late in the evening,26,"Hazel, Avery"
e15379,2020/02/06,in the early afternoon,35,"Piper, Lydia, Avery, Nora"
e15381,2020/02/07,late in the evening,20,Layla
e15388,2020/02/09,late in the evening,39,"Piper, Rylee"
e15389,2020/02/09,in the early afternoon,55,Piper
e15392,2020/02/10,in the morning,6,"Olivia, Eva"
e15393,2020/02/10,in the late afternoon,21,Lydia
e15403,2020/02/13,during lunch hours,6,"Nora, Piper"
e15426,2020/02/20,in the early afternoon,40,Layla
e15429,2020/02/21,in the early afternoon,7,"Avery, Piper"
e15430,2020/02/21,during lunch hours,13,"Avery, Nora, Olivia, Layla"
e15436,2020/02/23,in the early evening,44,"Lydia, Eva"
e15440,2020/02/24,during lunch hours,38,"Olivia, Claire"
e15445,2020/02/25,late in the evening,39,"Piper, Piper, Layla"
e15470,2020/03/02,late in the evening,21,Claire
e15475,2020/03/03,in the morning,8,"Piper, Avery, Nora, Lydia"
e15482,2020/03/05,late in the evening,36,"Claire, Eva"
e15486,2020/03/06,in the early afternoon,33,"Claire, Layla, Avery"
e15487,2020/03/06,late in the evening,29,"Lydia, Piper"
e15499,2020/03/09,during lunch hours,19,"Hazel, Claire"
e15506,2020/03/11,in the morning,20,"Kinsley, Nevaeh, Piper, Piper"
e15511,2020/03/13,in the late afternoon,8,"Nora, Layla, Olivia, Piper"
e15514,2020/03/14,during lunch hours,25,"Eva, Claire, Layla"
e15515,2020/03/14,in the early evening,7,Layla
e15521,2020/03/16,in the early afternoon,27,"Nora, Piper, Olivia"
e15527,2020/03/17,in the late afternoon,48,"Layla, Nora, Piper, Claire"
e15532,2020/03/18,in the late afternoon,46,"Layla, Piper, Claire"
e15539,2020/03/19,in the late afternoon,47,"Piper, Eva, Avery"
e15548,2020/03/21,in the morning,32,"Piper, Eva, Lydia"
e15549,2020/03/21,in the early evening,25,"Layla, Rylee, Piper"
e15555,2020/03/22,during lunch hours,9,"Nevaeh, Eva"
e15557,2020/03/23,in the morning,8,"Lydia, Hazel"
e15559,2020/03/24,in the early evening,28,"Nevaeh, Olivia"
e15560,2020/03/24,in the early afternoon,7,Olivia
e15565,2020/03/25,in the late afternoon,5,Nora
e15574,2020/03/27,in the late afternoon,18,"Nora, Claire, Avery"
e15581,2020/03/29,in the early evening,11,"Eva, Piper, Piper, Avery"
e15586,2020/03/30,in the early evening,26,"Piper, Hazel"
e15595,2020/04/02,in the late afternoon,26,"Kinsley, Avery, Piper, Layla"
e15606,2020/04/04,in the early evening,53,"Kinsley, Olivia"
e15610,2020/04/05,in the late afternoon,28,"Eva, Layla, Piper, Hazel"
e15614,2020/04/06,in the early evening,9,Claire
e15618,2020/04/07,in the early afternoon,40,"Kinsley, Hazel, Avery, Lydia"
e15621,2020/04/10,late in the evening,31,"Avery, Claire"
e15624,2020/04/11,late in the evening,46,"Olivia, Nora, Claire"
e15625,2020/04/11,in the late afternoon,24,"Claire, Kinsley"
e15632,2020/04/12,in the morning,8,Lydia
e15635,2020/04/13,in the early evening,15,"Piper, Layla"
e15638,2020/04/14,late in the evening,7,"Kinsley, Rylee"
e15641,2020/04/15,in the early afternoon,34,"Olivia, Kinsley, Layla, Piper"
e15643,2020/04/16,during lunch hours,24,Nora
e15652,2020/04/18,in the late afternoon,44,Avery
e15656,2020/04/19,late in the evening,26,"Olivia, Kinsley, Nora"
e15659,2020/04/21,late in the evening,19,Layla
e15670,2020/04/24,during lunch hours,39,"Kinsley, Nevaeh, Lydia, Piper"
e15671,2020/04/24,in the early afternoon,46,"Kinsley, Piper, Piper"
e15675,2020/04/25,in the late afternoon,38,"Olivia, Claire, Eva"
e15676,2020/04/25,in the late afternoon,47,"Hazel, Olivia, Layla"
e15680,2020/04/26,during lunch hours,27,"Claire, Avery, Eva, Lydia"
e15683,2020/04/27,in the morning,18,"Nevaeh, Hazel, Piper, Eva"
e15686,2020/04/28,in the early evening,17,"Nevaeh, Layla, Piper"
e15690,2020/04/29,in the late afternoon,27,"Rylee, Eva"
e15693,2020/04/30,in the late afternoon,5,Lydia
e15697,2020/05/01,in the late afternoon,27,"Lydia, Piper, Claire"
e15702,2020/05/03,late in the evening,40,"Hazel, Piper, Claire, Kinsley"
e15711,2020/05/05,in the early afternoon,15,"Piper, Nora"
e15717,2020/05/07,in the morning,54,"Lydia, Eva, Hazel"
e15723,2020/05/08,in the early afternoon,52,"Nora, Rylee, Kinsley, Lydia"
e15734,2020/05/11,during lunch hours,6,"Nevaeh, Avery, Rylee"
e15743,2020/05/14,in the morning,48,"Claire, Rylee"
e15747,2020/05/15,in the early afternoon,15,Hazel
e15749,2020/05/16,in the late afternoon,16,"Piper, Eva, Layla"
e15750,2020/05/16,late in the evening,46,"Nora, Eva, Hazel"
e15755,2020/05/17,late in the evening,9,"Layla, Kinsley"
e15756,2020/05/17,in the late afternoon,34,"Olivia, Piper, Kinsley, Eva"
e15759,2020/05/18,late in the evening,35,"Nora, Claire"
e15764,2020/05/20,in the morning,55,"Nevaeh, Piper, Kinsley"
e15775,2020/05/23,in the late afternoon,50,"Rylee, Piper"
e15776,2020/05/23,in the early evening,15,"Lydia, Hazel"
e15779,2020/05/24,during lunch hours,42,"Eva, Piper"
e15786,2020/05/26,in the late afternoon,40,"Nevaeh, Layla, Rylee"
e15789,2020/05/28,in the late afternoon,28,"Piper, Layla"
e15793,2020/05/29,in the early afternoon,28,Nora
e15797,2020/05/30,late in the evening,37,Claire
e15798,2020/05/30,during lunch hours,23,"Nora, Olivia"
e15805,2020/06/01,during lunch hours,23,"Olivia, Kinsley, Rylee"
e15814,2020/06/04,during lunch hours,29,Hazel
e15818,2020/06/05,during lunch hours,21,"Nora, Layla"
e15822,2020/06/06,in the early afternoon,34,Olivia
e15825,2020/06/07,in the morning,13,"Kinsley, Layla, Olivia, Claire"
e15826,2020/06/07,in the early evening,25,"Piper, Nevaeh, Claire, Kinsley"
e15828,2020/06/08,late in the evening,44,"Olivia, Nevaeh"
e15833,2020/06/09,in the late afternoon,15,"Nevaeh, Piper, Avery"
e15836,2020/06/10,in the early evening,51,Piper
e15843,2020/06/12,during lunch hours,10,"Hazel, Kinsley, Layla, Piper"
e15844,2020/06/12,in the late afternoon,51,"Claire, Olivia, Avery"
e15847,2020/06/13,in the early evening,21,"Eva, Avery, Olivia, Lydia"
e15849,2020/06/14,in the late afternoon,42,"Lydia, Kinsley, Piper"
e15856,2020/06/16,in the early afternoon,21,"Piper, Layla, Eva, Piper"
e15867,2020/06/19,late in the evening,39,Rylee
e15868,2020/06/19,in the morning,22,Lydia
e15874,2020/06/20,in the early afternoon,41,Hazel
e15877,2020/06/21,in the early evening,48,"Claire, Rylee"
e15880,2020/06/22,in the morning,29,"Hazel, Avery, Kinsley, Lydia"
e15886,2020/06/24,in the early afternoon,24,"Nora, Piper"
e15890,2020/06/25,in the morning,39,"Olivia, Nevaeh, Claire, Hazel"
e15895,2020/06/26,late in the evening,55,"Eva, Olivia"
e15900,2020/06/27,during lunch hours,33,"Kinsley, Nevaeh, Nora, Olivia"
e15911,2020/07/01,in the early afternoon,28,"Layla, Piper, Claire, Avery"
e15926,2020/07/05,in the morning,28,"Eva, Lydia"
e15932,2020/07/06,late in the evening,39,"Lydia, Eva, Olivia, Rylee"
e15938,2020/07/08,late in the evening,45,"Avery, Lydia, Rylee, Nora"
e15939,2020/07/08,in the morning,47,Piper
e15944,2020/07/10,in the morning,44,"Eva, Layla, Piper"
e15952,2020/07/12,in the morning,40,"Nora, Piper, Claire"
e15957,2020/07/13,in the late afternoon,26,"Kinsley, Nevaeh"
e15960,2020/07/14,in the early evening,55,Nora
e15961,2020/07/14,during lunch hours,45,"Claire, Nora, Lydia, Kinsley"
e15967,2020/07/15,during lunch hours,10,"Layla, Piper, Nevaeh, Lydia"
e15968,2020/07/15,late in the evening,28,"Piper, Hazel, Eva"
e15973,2020/07/16,in the morning,18,"Avery, Piper, Hazel, Layla"
e15974,2020/07/17,during lunch hours,7,Nevaeh
e15975,2020/07/17,in the early evening,53,"Piper, Claire, Layla"
e15984,2020/07/19,in the morning,40,"Hazel, Kinsley, Piper, Layla"
e15989,2020/07/20,in the early evening,36,"Avery, Nevaeh, Layla"
e15995,2020/07/22,late in the evening,21,"Lydia, Piper, Kinsley"
e15999,2020/07/24,during lunch hours,27,Piper
e16013,2020/07/27,late in the evening,9,Hazel
e16018,2020/07/28,during lunch hours,28,"Nora, Kinsley, Hazel"
e16019,2020/07/28,in the early afternoon,34,"Rylee, Piper"
e16024,2020/07/29,in the morning,31,Lydia
e16032,2020/07/31,during lunch hours,18,"Hazel, Piper, Eva, Nevaeh"
e16038,2020/08/02,in the morning,14,"Hazel, Olivia"
e16041,2020/08/03,late in the evening,42,"Eva, Lydia"
e16042,2020/08/03,in the early evening,12,"Olivia, Lydia, Piper, Piper"
e16044,2020/08/04,during lunch hours,18,Layla
e16049,2020/08/05,in the late afternoon,15,"Layla, Piper, Rylee"
e16052,2020/08/06,in the morning,50,"Claire, Hazel, Olivia, Lydia"
e16058,2020/08/07,in the early evening,15,"Avery, Piper"
e16072,2020/08/11,in the early evening,46,Avery
e16076,2020/08/12,during lunch hours,53,"Eva, Piper, Kinsley, Lydia"
e16080,2020/08/13,late in the evening,25,"Avery, Piper, Lydia"
e16088,2020/08/15,in the early afternoon,47,"Kinsley, Lydia, Piper"
e16093,2020/08/16,in the early afternoon,36,"Eva, Nevaeh, Hazel, Rylee"
e16096,2020/08/17,in the morning,30,"Layla, Rylee, Piper"
e16100,2020/08/18,late in the evening,21,Claire
e16102,2020/08/19,in the morning,10,Rylee
e16109,2020/08/21,in the early afternoon,36,Eva
e16112,2020/08/22,in the early evening,27,"Piper, Lydia, Hazel, Avery"
e16115,2020/08/23,late in the evening,51,"Lydia, Hazel"
e16116,2020/08/23,in the late afternoon,49,"Kinsley, Lydia"
e16121,2020/08/25,in the late afternoon,51,Eva
e16122,2020/08/25,in the early evening,39,"Claire, Avery, Piper, Kinsley"
e16132,2020/08/28,in the early evening,17,"Eva, Kinsley, Piper, Lydia"
e16139,2020/08/30,in the morning,32,"Avery, Piper, Piper, Hazel"
e16144,2020/08/31,during lunch hours,34,"Layla, Eva, Nevaeh, Lydia"
e16149,2020/09/01,in the morning,25,Kinsley
e16152,2020/09/02,in the morning,26,"Avery, Claire, Eva"
e16158,2020/09/03,in the late afternoon,10,"Nevaeh, Avery, Claire"
e16163,2020/09/04,in the early afternoon,46,"Piper, Hazel"
e16164,2020/09/04,in the late afternoon,14,"Layla, Kinsley, Claire, Nevaeh"
e16168,2020/09/05,during lunch hours,46,"Hazel, Avery, Claire"
e16169,2020/09/06,in the morning,50,"Nora, Eva, Kinsley, Avery"
e16173,2020/09/07,during lunch hours,27,"Layla, Olivia, Eva, Claire"
e16177,2020/09/08,in the early evening,42,"Avery, Rylee"
e16187,2020/09/10,in the morning,23,"Eva, Avery, Layla"
e16192,2020/09/11,in the early evening,49,"Nora, Piper, Rylee, Nevaeh"
e16196,2020/09/12,in the early afternoon,28,"Nevaeh, Claire, Lydia, Nora"
e16199,2020/09/13,during lunch hours,16,Nora
e16202,2020/09/14,late in the evening,24,Olivia
e16205,2020/09/15,in the late afternoon,7,"Hazel, Piper, Lydia, Nevaeh"
e16208,2020/09/16,late in the evening,20,"Olivia, Piper, Eva"
e16212,2020/09/17,in the early evening,26,"Lydia, Olivia, Hazel, Layla"
e16216,2020/09/18,in the late afternoon,54,"Lydia, Claire, Nevaeh"
e16218,2020/09/19,in the late afternoon,45,"Rylee, Avery, Layla"
e16222,2020/09/20,during lunch hours,36,Rylee
e16224,2020/09/21,during lunch hours,14,"Lydia, Avery, Eva"
e16229,2020/09/22,during lunch hours,11,Kinsley
e16233,2020/09/23,in the morning,28,"Rylee, Kinsley, Piper"
e16234,2020/09/23,in the morning,20,"Piper, Rylee, Kinsley, Olivia"
e16238,2020/09/24,during lunch hours,14,"Piper, Rylee"
e16251,2020/09/28,in the early evening,14,Layla
e16254,2020/09/29,during lunch hours,38,"Avery, Nevaeh, Olivia"
e16257,2020/09/30,in the morning,43,"Kinsley, Eva, Lydia"
e16261,2020/10/01,in the early afternoon,46,Piper
e16264,2020/10/02,in the early afternoon,43,"Avery, Eva, Rylee, Olivia"
e16267,2020/10/03,in the late afternoon,47,"Olivia, Nevaeh, Nora"
e16271,2020/10/04,late in the evening,34,"Nora, Piper, Eva, Claire"
e16276,2020/10/05,in the early afternoon,24,"Nevaeh, Kinsley, Hazel, Rylee"
e16277,2020/10/05,in the early afternoon,54,"Piper, Nevaeh, Nora"
e16286,2020/10/09,in the morning,11,Nora
e16287,2020/10/09,in the early afternoon,13,"Hazel, Claire, Avery"
e16291,2020/10/10,during lunch hours,25,"Eva, Lydia"
e16300,2020/10/13,late in the evening,42,"Piper, Hazel"
e16301,2020/10/13,in the late afternoon,40,"Nevaeh, Claire, Piper"
e16304,2020/10/14,in the morning,44,"Lydia, Hazel, Avery, Kinsley"
e16305,2020/10/14,during lunch hours,22,"Kinsley, Avery, Rylee"
e16310,2020/10/16,in the late afternoon,29,"Kinsley, Nora, Nevaeh"
e16311,2020/10/16,in the early afternoon,21,"Layla, Hazel, Rylee, Claire"
e16315,2020/10/18,in the morning,47,"Kinsley, Nevaeh, Eva"
e16316,2020/10/18,in the early evening,54,"Nora, Claire"
e16318,2020/10/19,late in the evening,51,"Rylee, Piper, Claire, Piper"
e16321,2020/10/20,in the early afternoon,20,"Eva, Claire"
e16327,2020/10/21,late in the evening,30,"Olivia, Rylee, Claire, Kinsley"
e16330,2020/10/22,in the late afternoon,52,Layla
e16334,2020/10/23,in the morning,25,"Lydia, Layla"
e16335,2020/10/23,in the early afternoon,51,"Nora, Eva, Olivia"
e16338,2020/10/24,in the early evening,12,Layla
e16343,2020/10/25,late in the evening,54,"Piper, Nora, Lydia, Rylee"
e16348,2020/10/27,in the early evening,29,"Nevaeh, Layla, Piper, Avery"
e16351,2020/10/28,in the late afternoon,7,"Nevaeh, Piper, Lydia, Nora"
e16354,2020/10/29,in the morning,34,"Rylee, Eva"
e16359,2020/10/30,in the early evening,12,"Nora, Olivia, Rylee"
e16360,2020/10/30,during lunch hours,5,"Olivia, Nora, Rylee"
e16365,2020/10/31,in the morning,25,"Olivia, Avery, Piper, Eva"
e16369,2020/11/01,in the morning,53,Avery
e16373,2020/11/02,in the early afternoon,32,"Kinsley, Lydia, Piper"
e16378,2020/11/03,during lunch hours,47,"Olivia, Kinsley"
e16385,2020/11/05,in the early afternoon,9,"Eva, Hazel, Avery, Claire"
e16391,2020/11/07,in the early evening,44,"Lydia, Olivia, Layla, Piper"
e16399,2020/11/09,in the morning,55,"Piper, Hazel, Eva"
e16400,2020/11/09,in the early evening,30,Rylee
e16415,2020/11/13,in the late afternoon,14,"Rylee, Claire"
e16416,2020/11/13,late in the evening,36,"Layla, Eva, Avery"
e16424,2020/11/15,in the morning,9,Layla
e16426,2020/11/17,during lunch hours,49,Rylee
e16428,2020/11/18,in the early afternoon,25,"Rylee, Nevaeh, Claire"
e16432,2020/11/19,in the morning,16,"Avery, Piper"
e16434,2020/11/20,in the morning,32,"Claire, Rylee, Nora, Lydia"
e16435,2020/11/20,during lunch hours,34,Rylee
e16443,2020/11/22,in the early afternoon,18,Claire
e16449,2020/11/23,in the late afternoon,12,"Olivia, Nevaeh"
e16453,2020/11/24,late in the evening,36,"Lydia, Rylee"
e16458,2020/11/25,in the early afternoon,17,"Claire, Olivia"
e16463,2020/11/26,in the late afternoon,9,"Piper, Kinsley, Layla"
e16468,2020/11/27,in the morning,10,"Nora, Lydia, Nevaeh, Hazel"
e16471,2020/11/28,in the early evening,52,Rylee
e16472,2020/11/28,in the early afternoon,8,"Olivia, Rylee, Piper"
e16474,2020/11/29,in the morning,9,"Nevaeh, Rylee"
e16478,2020/11/30,during lunch hours,34,"Piper, Olivia"
e16479,2020/11/30,in the morning,14,"Rylee, Claire, Nevaeh, Nora"
e16483,2020/12/01,in the late afternoon,41,"Kinsley, Avery, Rylee, Olivia"
e16488,2020/12/02,in the late afternoon,55,"Nevaeh, Lydia, Eva"
e16491,2020/12/03,in the morning,9,"Hazel, Piper"
e16495,2020/12/04,in the morning,19,"Piper, Nora, Kinsley, Eva"
e16504,2020/12/06,during lunch hours,53,Eva
e16505,2020/12/06,in the late afternoon,15,"Rylee, Hazel, Nevaeh, Lydia"
e16509,2020/12/07,in the early afternoon,34,"Layla, Rylee, Eva, Piper"
e16512,2020/12/08,in the morning,27,"Claire, Kinsley, Avery, Piper"
e16513,2020/12/08,late in the evening,43,"Nevaeh, Nora, Claire, Kinsley"
e16522,2020/12/12,in the morning,21,"Kinsley, Eva"
e16529,2020/12/14,in the morning,39,"Layla, Eva"
e16533,2020/12/15,in the early afternoon,46,Rylee
e16537,2020/12/16,in the early afternoon,28,"Olivia, Lydia, Claire, Eva"
e16538,2020/12/16,in the early evening,13,"Nevaeh, Claire"
e16541,2020/12/17,in the late afternoon,27,"Kinsley, Olivia, Piper, Avery"
e16545,2020/12/18,in the late afternoon,42,Nora
e16546,2020/12/18,in the morning,30,"Nevaeh, Hazel, Eva, Claire"
e16550,2020/12/19,during lunch hours,33,"Lydia, Nevaeh, Piper, Hazel"
e16551,2020/12/19,in the late afternoon,25,"Claire, Layla, Nevaeh"
e16555,2020/12/20,in the late afternoon,17,"Nevaeh, Layla, Olivia, Piper"
e16562,2020/12/22,in the early evening,49,Claire
e16570,2020/12/24,in the early afternoon,19,Layla
e16571,2020/12/24,in the late afternoon,18,Olivia
e16579,2020/12/26,in the morning,7,"Avery, Piper, Layla, Rylee"
e16580,2020/12/26,in the late afternoon,49,"Hazel, Nora, Kinsley"
e16586,2020/12/28,in the early evening,19,Layla
e16591,2020/12/30,late in the evening,50,Olivia
e16729,2021/01/01,in the early afternoon,50,"Eva, Claire"
e16735,2021/01/02,in the morning,41,"Hazel, Piper, Nevaeh, Olivia"
e16740,2021/01/03,in the morning,49,Kinsley
e16744,2021/01/04,in the morning,17,"Kinsley, Hazel, Piper, Eva"
e16749,2021/01/05,late in the evening,19,"Olivia, Rylee, Nevaeh, Kinsley"
e16757,2021/01/07,in the early afternoon,55,"Kinsley, Rylee, Eva, Nora"
e16758,2021/01/07,in the late afternoon,38,"Kinsley, Rylee"
e16765,2021/01/09,in the morning,24,"Layla, Avery"
e16766,2021/01/09,in the late afternoon,41,"Piper, Claire"
e16772,2021/01/11,in the early afternoon,25,Layla
e16779,2021/01/13,in the late afternoon,29,"Olivia, Kinsley, Claire, Piper"
e16787,2021/01/15,in the early afternoon,7,Rylee
e16791,2021/01/16,late in the evening,51,Rylee
e16796,2021/01/17,during lunch hours,9,"Kinsley, Nevaeh, Layla, Nora"
e16800,2021/01/19,late in the evening,10,Avery
e16804,2021/01/20,during lunch hours,10,"Nora, Nevaeh"
e16808,2021/01/22,in the morning,18,"Piper, Olivia, Rylee"
e16810,2021/01/23,in the early afternoon,20,"Lydia, Eva, Nora"
e16820,2021/01/27,in the early afternoon,10,"Lydia, Kinsley"
e16831,2021/01/30,in the morning,38,Lydia
e16837,2021/01/31,during lunch hours,39,"Claire, Piper"
e16841,2021/02/01,in the early evening,29,"Lydia, Kinsley, Layla, Nora"
e16842,2021/02/01,in the morning,13,"Layla, Avery"
e16850,2021/02/03,late in the evening,32,Avery
e16855,2021/02/05,in the early afternoon,23,Rylee
e16865,2021/02/09,in the morning,52,"Rylee, Layla, Piper"
e16869,2021/02/10,in the early evening,35,Claire
e16879,2021/02/13,during lunch hours,50,"Lydia, Nora"
e16885,2021/02/15,during lunch hours,30,"Nevaeh, Avery, Rylee"
e16886,2021/02/15,in the early afternoon,52,"Kinsley, Layla"
e16895,2021/02/18,in the morning,35,"Eva, Avery, Olivia, Piper"
e16897,2021/02/19,late in the evening,9,"Nevaeh, Piper, Kinsley, Olivia"
e16900,2021/02/20,during lunch hours,12,"Rylee, Eva"
e16903,2021/02/22,in the morning,17,"Piper, Hazel, Olivia, Nora"
e16908,2021/02/25,during lunch hours,42,"Eva, Nora, Hazel"
e16918,2021/02/28,in the early afternoon,21,"Piper, Avery"
e16921,2021/03/01,late in the evening,32,"Nora, Rylee"
e16926,2021/03/02,in the early evening,25,Nevaeh
e16930,2021/03/03,in the early afternoon,51,"Claire, Kinsley, Nevaeh"
e16936,2021/03/04,during lunch hours,11,Nora
e16940,2021/03/05,in the early evening,17,Claire
e16941,2021/03/05,during lunch hours,43,"Layla, Lydia, Hazel, Eva"
e16947,2021/03/06,late in the evening,53,"Lydia, Piper, Rylee, Piper"
e16951,2021/03/07,in the early afternoon,29,"Lydia, Olivia, Kinsley"
e16953,2021/03/08,in the early evening,45,Nevaeh
e16958,2021/03/09,in the late afternoon,40,"Kinsley, Piper, Nora, Nevaeh"
e16962,2021/03/10,in the morning,30,"Layla, Nevaeh, Lydia"
e16970,2021/03/13,in the early afternoon,25,"Layla, Nevaeh, Olivia"
e16978,2021/03/15,in the morning,40,Olivia
e16987,2021/03/18,in the early evening,13,Claire
e16991,2021/03/19,in the morning,33,Hazel
e16992,2021/03/19,late in the evening,17,"Piper, Kinsley, Claire, Hazel"
e16999,2021/03/21,during lunch hours,17,"Piper, Lydia"
e17002,2021/03/22,in the early afternoon,40,Claire
e17009,2021/03/24,late in the evening,33,"Layla, Piper, Nevaeh, Avery"
e17012,2021/03/25,late in the evening,39,"Nevaeh, Piper, Eva"
e17016,2021/03/26,during lunch hours,38,"Eva, Kinsley, Nevaeh, Avery"
e17020,2021/03/27,in the early evening,32,"Piper, Avery, Lydia"
e17021,2021/03/27,during lunch hours,11,Piper
e17026,2021/03/28,in the early afternoon,37,"Piper, Rylee"
e17030,2021/03/30,in the early afternoon,44,"Kinsley, Claire, Layla, Nora"
e17041,2021/04/02,in the early afternoon,36,Rylee
e17046,2021/04/03,during lunch hours,9,"Layla, Lydia, Eva, Avery"
e17047,2021/04/03,in the morning,8,Claire
e17052,2021/04/05,in the morning,45,"Rylee, Layla"
e17053,2021/04/05,in the early afternoon,12,"Rylee, Avery, Hazel, Nevaeh"
e17057,2021/04/06,in the early evening,22,"Piper, Olivia, Eva"
e17072,2021/04/11,in the late afternoon,6,"Nevaeh, Hazel, Claire"
e17085,2021/04/14,in the late afternoon,34,Rylee
e17088,2021/04/15,late in the evening,25,Piper
e17091,2021/04/16,in the early afternoon,52,"Hazel, Piper"
e17098,2021/04/18,late in the evening,15,Claire
e17104,2021/04/19,in the late afternoon,7,Nevaeh
e17113,2021/04/22,late in the evening,14,"Layla, Avery, Olivia"
e17116,2021/04/23,in the morning,37,Rylee
e17117,2021/04/23,in the early afternoon,28,"Lydia, Nora, Piper, Claire"
e17124,2021/04/25,in the morning,33,"Kinsley, Lydia, Layla, Avery"
e17129,2021/04/26,during lunch hours,51,Hazel
e17130,2021/04/26,in the morning,28,Nora
e17140,2021/04/29,in the early evening,28,Claire
e17159,2021/05/04,in the early afternoon,43,"Claire, Rylee, Piper"
e17160,2021/05/04,in the early evening,42,"Hazel, Piper"
e17162,2021/05/05,in the morning,26,"Olivia, Hazel"
e17165,2021/05/06,in the early evening,44,"Piper, Avery, Rylee"
e17172,2021/05/08,during lunch hours,50,"Layla, Olivia"
e17173,2021/05/08,in the late afternoon,44,"Eva, Kinsley, Nevaeh, Olivia"
e17176,2021/05/09,in the early evening,37,Lydia
e17181,2021/05/10,during lunch hours,14,"Avery, Nora"
e17186,2021/05/11,during lunch hours,35,"Avery, Olivia"
e17187,2021/05/11,in the early evening,43,"Avery, Piper, Lydia"
e17191,2021/05/12,in the late afternoon,45,Layla
e17194,2021/05/13,in the morning,39,"Kinsley, Hazel, Lydia, Eva"
e17205,2021/05/17,in the early evening,50,"Nora, Hazel, Nevaeh"
e17208,2021/05/18,in the late afternoon,47,Layla
e17214,2021/05/19,during lunch hours,31,Olivia
e17219,2021/05/20,late in the evening,45,"Rylee, Olivia, Lydia"
e17227,2021/05/22,in the early evening,26,Kinsley
e17239,2021/05/25,in the morning,12,"Hazel, Piper, Piper"
